time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss
888,23,919,-7237.84851,21312,24.0,2129.833251953125,21211,-0.018241453915834427,1.0215057134628296,0.0003,102599.625
892,23,923,-7549.84099,21408,24.0,2433.487548828125,21307,-0.01514367200434208,1.0284096002578735,0.0003,134264.25
896,23,927,-7966.8997100000015,21504,24.0,2031.1221923828125,21403,-0.05534029379487038,1.0336265563964844,0.0003,68917.921875
900,23,932,-8408.80611,21600,24.0,1865.1103515625,21499,0.0008933939971029758,1.0420109033584595,0.0003,2367928.0
904,23,936,-8862.6261,21696,24.0,2282.7275390625,21595,-0.04978354275226593,1.0503031015396118,0.0003,91621.7421875
908,23,940,-9325.639369999999,21792,24.0,2005.4102783203125,21691,0.04123583808541298,1.0547316074371338,0.0003,71373.234375
912,23,944,-9775.00001,21888,24.0,2032.08544921875,21787,0.08488981425762177,1.0578242540359497,0.0003,99277.515625
916,23,948,-10141.53001,21984,24.0,1960.2103271484375,21883,0.02030635066330433,1.0683201551437378,0.0003,106805.4375
920,23,952,-10531.84147,22080,24.0,2508.15576171875,21979,-0.028942331671714783,1.0756282806396484,0.0003,106787.953125
924,23,956,-10844.145159999998,22176,24.0,1968.276611328125,22075,-0.01965382695198059,1.0787454843521118,0.0003,122590.9453125
928,23,960,-11194.952960000002,22272,24.0,2239.22265625,22171,-0.12442838400602341,1.086525559425354,0.0003,115310.5390625
932,23,965,-11575.546330000005,22368,24.0,2145.327392578125,22267,0.17132598161697388,1.0906846523284912,0.0003,111981.390625
936,23,969,-11985.521999999999,22464,24.0,2525.016845703125,22363,-0.1330564022064209,1.0990931987762451,0.0003,166261.78125
940,23,973,-12354.202949999999,22560,24.0,2682.372802734375,22459,-0.005297001451253891,1.1021924018859863,0.0003,171653.375
944,23,977,-12731.82866,22656,24.0,2442.0458984375,22555,-0.1812012791633606,1.103214144706726,0.0003,229962.875
948,23,981,-13101.088370000001,22752,24.0,2383.29541015625,22651,0.1553250551223755,1.1112735271453857,0.0003,92876.875
952,23,986,-13501.351540000001,22848,24.0,2468.32568359375,22747,0.05157625675201416,1.1175727844238281,0.0003,193280.515625
956,23,990,-13893.688999999998,22944,24.0,2373.150634765625,22843,0.13182049989700317,1.1215070486068726,0.0003,119906.5625
960,23,994,-14235.39773,23040,24.0,2558.861328125,22939,-0.004339603707194328,1.1254667043685913,0.0003,152200.4375
964,23,998,-14544.268960000001,23136,24.0,2740.00048828125,23035,-0.020877746865153313,1.133514642715454,0.0003,1670292.0
968,23,1002,-14829.582730000002,23232,24.0,2578.529052734375,23131,0.04068398103117943,1.1402286291122437,0.0003,166015.90625
972,23,1006,-15118.380500000001,23328,24.0,2602.3466796875,23227,0.0019821636378765106,1.1510541439056396,0.0003,128448.875
976,23,1010,-15378.382280000002,23424,24.0,2589.615234375,23323,-0.11454780399799347,1.1551921367645264,0.0003,132145.703125
980,23,1014,-15615.365450000001,23520,24.0,2533.61669921875,23419,-0.12763777375221252,1.159066081047058,0.0003,191681.53125
984,23,1019,-15850.62598,23616,24.0,2065.185791015625,23515,0.20488139986991882,1.1722817420959473,0.0003,358319.5
988,23,1023,-16053.368219999998,23712,24.0,2274.029052734375,23611,-0.06773865222930908,1.1787618398666382,0.0003,235811.4375
992,23,1027,-16224.69086,23808,24.0,2439.866455078125,23707,0.17819969356060028,1.185861349105835,0.0003,175090.5
996,23,1031,-16351.08182,23904,24.0,2535.033447265625,23803,0.017522869631648064,1.1932140588760376,0.0003,148799.59375
1000,23,1035,-16436.67061,24000,24.0,2959.022705078125,23899,-0.08087372779846191,1.1998859643936157,0.0003,231371.75
1004,23,1039,-16532.502239999998,24096,24.0,3072.612548828125,23995,-0.2849664092063904,1.2099840641021729,0.0003,148371.9375
1008,23,1043,-16584.900929999996,24192,24.0,2562.623291015625,24091,0.1429610699415207,1.2201380729675293,0.0003,184974.09375
1012,23,1047,-16656.64938,24288,24.0,2764.52294921875,24187,-0.09557028859853745,1.2300957441329956,0.0003,268430.0
1016,23,1052,-16666.68292,24384,24.0,2685.40576171875,24283,0.053792618215084076,1.2370836734771729,0.0003,168357.53125
1020,23,1055,-16663.35675,24480,24.0,2970.178466796875,24379,-0.2810139060020447,1.2456926107406616,0.0003,195567.6875
1024,23,1060,-16665.53419,24576,24.0,2800.970703125,24475,-0.4327700734138489,1.253455638885498,0.0003,207319.0625
1028,23,1064,-16663.888339999994,24672,24.0,2818.8564453125,24571,0.14866873621940613,1.2687782049179077,0.0003,153206.078125
1032,23,1068,-16631.026599999997,24768,24.0,2721.8720703125,24667,-0.20557938516139984,1.2693729400634766,0.0003,242557.015625
1036,23,1072,-16560.400419999998,24864,24.0,2568.59375,24763,0.21423029899597168,1.2716926336288452,0.0003,181006.671875
1040,23,1076,-16447.798200000005,24960,24.0,2489.0576171875,24859,0.16546010971069336,1.2693642377853394,0.0003,263351.96875
1044,23,1080,-16313.206030000001,25056,24.0,2582.320556640625,24955,-0.13076694309711456,1.2672492265701294,0.0003,405576.28125
1048,23,1084,-16148.528109999997,25152,24.0,2798.040771484375,25051,0.14255863428115845,1.2735199928283691,0.0003,198075.21875
1052,23,1088,-15986.682130000003,25248,24.0,2576.037109375,25147,-0.2072712779045105,1.2809474468231201,0.0003,198963.9375
1056,23,1092,-15802.27449,25344,24.0,2621.772705078125,25243,0.31495389342308044,1.2851015329360962,0.0003,226809.3125
1060,23,1097,-15618.55282,25440,24.0,2795.165283203125,25339,-0.03367764502763748,1.2932289838790894,0.0003,203301.984375
1064,23,1101,-15411.933630000003,25536,24.0,2666.661865234375,25435,0.019174784421920776,1.2943059206008911,0.0003,317714.25
1068,23,1105,-15187.371009999997,25632,24.0,2890.5078125,25531,0.0194423645734787,1.2948414087295532,0.0003,223405.34375
1072,23,1109,-14967.328630000004,25728,24.0,2684.81396484375,25627,0.3136816620826721,1.2972766160964966,0.0003,104584.84375
1076,23,1113,-14762.654959999998,25824,24.0,2656.27099609375,25723,0.13399145007133484,1.2994734048843384,0.0003,207117.1875
1080,23,1117,-14494.57095,25920,24.0,2592.61865234375,25819,-0.005177069455385208,1.3028557300567627,0.0003,207979.4375
1084,23,1121,-14304.068000000001,26016,24.0,2885.01025390625,25915,-0.22639155387878418,1.3117270469665527,0.0003,218903.46875
1088,23,1125,-14051.35642,26112,24.0,2743.298583984375,26011,-0.04561915993690491,1.3180673122406006,0.0003,135443.21875
1092,23,1129,-13832.861390000002,26208,24.0,3047.558349609375,26107,-0.06379728764295578,1.3210264444351196,0.0003,161815.359375
1096,23,1133,-13528.326820000002,26304,24.0,2457.81884765625,26203,0.28633859753608704,1.3241815567016602,0.0003,137698.828125
1100,23,1137,-13237.57415,26400,24.0,2669.1279296875,26299,-0.29723915457725525,1.3274165391921997,0.0003,232465.71875
1104,23,1141,-12936.876220000002,26496,24.0,3072.046875,26395,-0.2985578775405884,1.3327358961105347,0.0003,187980.75
1108,23,1146,-12631.146070000003,26592,24.0,2553.1376953125,26491,0.5716521739959717,1.3344018459320068,0.0003,134415.765625
1112,23,1150,-12360.97872,26688,24.0,2826.6845703125,26587,-0.2243947684764862,1.3319710493087769,0.0003,192170.171875
1116,23,1155,-12068.36946,26784,24.0,2671.307373046875,26683,-0.26646697521209717,1.3334966897964478,0.0003,263027.1875
1120,23,1159,-11838.74212,26880,24.0,2626.940185546875,26779,0.28360679745674133,1.3365432024002075,0.0003,131904.3125
1124,23,1163,-11645.77983,26976,24.0,2616.41259765625,26875,0.3967573344707489,1.3396371603012085,0.0003,191025.5625
1128,23,1167,-11390.440729999998,27072,24.0,2541.876708984375,26971,0.02303621917963028,1.3355462551116943,0.0003,142164.09375
1132,23,1171,-11196.28316,27168,24.0,2812.145263671875,27067,-0.15108312666416168,1.3373743295669556,0.0003,166440.328125
1136,23,1175,-10954.007440000001,27264,24.0,2928.83154296875,27163,-0.11942748725414276,1.3376107215881348,0.0003,480788.78125
1140,23,1180,-10790.78817,27360,24.0,2679.5615234375,27259,-0.1042637899518013,1.335881233215332,0.0003,651426.375
1144,23,1184,-10653.60444,27456,24.0,2375.922607421875,27355,0.29367703199386597,1.3334728479385376,0.0003,154428.25
1148,23,1189,-10590.55713,27552,24.0,2908.76611328125,27451,-0.13482268154621124,1.3355154991149902,0.0003,199646.984375
1152,23,1192,-10450.33158,27648,24.0,2734.8037109375,27547,-0.3267916440963745,1.3346667289733887,0.0003,180877.6875
1156,23,1197,-10362.679689999999,27744,24.0,3099.02685546875,27643,-0.343583881855011,1.3343011140823364,0.0003,114283.0546875
1160,23,1201,-10307.880769999998,27840,24.0,2794.4130859375,27739,0.1172695904970169,1.3426024913787842,0.0003,168677.78125
1164,23,1205,-10204.49039,27936,24.0,2880.078369140625,27835,-0.08100572228431702,1.3427765369415283,0.0003,132087.125
1168,23,1209,-10131.07434,28032,24.0,2745.2255859375,27931,-0.014503918588161469,1.3425495624542236,0.0003,236868.234375
1172,23,1213,-10084.945520000001,28128,24.0,2764.290283203125,28027,0.09682171791791916,1.3371620178222656,0.0003,158321.4375
1176,23,1217,-9973.97877,28224,24.0,3002.35205078125,28123,0.23927605152130127,1.3370710611343384,0.0003,166978.03125
1180,23,1221,-9953.14019,28320,24.0,3040.991455078125,28219,-0.19437596201896667,1.336578607559204,0.0003,153035.0
1184,23,1226,-9888.16073,28416,24.0,2705.96923828125,28315,-0.5301673412322998,1.3358159065246582,0.0003,463869.65625
1188,23,1230,-9871.77089,28512,24.0,2793.673583984375,28411,0.08565278351306915,1.333033561706543,0.0003,138412.390625
1192,23,1234,-9749.25535,28608,24.0,3184.96435546875,28507,-0.1564009040594101,1.3335771560668945,0.0003,225065.234375
1196,23,1239,-9729.66573,28704,24.0,2693.683349609375,28603,0.4736393690109253,1.3344066143035889,0.0003,135615.8125
1200,23,1243,-9730.81944,28800,24.0,2682.081787109375,28699,-0.15057174861431122,1.337944507598877,0.0003,216050.484375
1204,23,1246,-9732.65061,28896,24.0,2897.865234375,28795,-0.19808384776115417,1.3381526470184326,0.0003,311109.25
1208,23,1251,-9737.75208,28992,24.0,3142.224365234375,28891,-0.452843576669693,1.3408429622650146,0.0003,570766.9375
1212,23,1255,-9732.569309999999,29088,24.0,2891.304931640625,28987,-0.2943260669708252,1.343673586845398,0.0003,180473.765625
1216,23,1259,-9731.458050000001,29184,24.0,2928.54150390625,29083,-0.2961013615131378,1.3403112888336182,0.0003,211734.671875
1220,23,1263,-9681.586469999998,29280,24.0,3041.822509765625,29179,-0.18132783472537994,1.3374173641204834,0.0003,213837.484375
1224,23,1267,-9591.63076,29376,24.0,2892.645263671875,29275,0.0627710148692131,1.3398197889328003,0.0003,122759.8203125
1228,23,1271,-9535.85295,29472,24.0,2683.9912109375,29371,0.23267382383346558,1.3389352560043335,0.0003,204092.03125
1232,23,1276,-9455.779750000002,29568,24.0,2940.177978515625,29467,0.15212108194828033,1.3387577533721924,0.0003,162765.484375
1236,23,1280,-9435.969390000002,29664,24.0,3286.99072265625,29563,-0.06586892902851105,1.3387503623962402,0.0003,118966.9765625
1240,23,1284,-9433.61336,29760,24.0,2938.211669921875,29659,0.17166641354560852,1.3350505828857422,0.0003,172146.015625
1244,23,1288,-9393.67243,29856,24.0,2714.721923828125,29755,-0.357377827167511,1.3389641046524048,0.0003,122954.7265625
1248,23,1292,-9326.70929,29952,24.0,2534.628662109375,29851,0.1065133661031723,1.3362398147583008,0.0003,206190.390625
1252,23,1296,-9333.14719,30048,24.0,2557.674560546875,29947,0.2222895324230194,1.3312678337097168,0.0003,148795.765625
1256,23,1301,-9286.694849999998,30144,24.0,3089.55615234375,30043,0.0803275853395462,1.3290185928344727,0.0003,240056.84375
1260,23,1305,-9226.80148,30240,24.0,2942.382080078125,30139,0.17427213490009308,1.328156590461731,0.0003,115163.453125
1264,23,1309,-9268.769980000001,30336,24.0,3134.496826171875,30235,-0.2222924530506134,1.3243556022644043,0.0003,187762.234375
1268,23,1313,-9376.285220000002,30432,24.0,3179.06494140625,30331,-0.47814691066741943,1.329372525215149,0.0003,396478.625
1272,23,1317,-9436.208470000001,30528,24.0,2718.1591796875,30427,-0.09810643643140793,1.3272703886032104,0.0003,205140.078125
1276,23,1321,-9531.55054,30624,24.0,3112.106201171875,30523,-0.3162895143032074,1.3266143798828125,0.0003,208243.15625
1280,23,1325,-9556.282079999999,30720,24.0,3020.498046875,30619,-0.15147460997104645,1.3209930658340454,0.0003,164417.453125
1284,23,1330,-9672.407330000002,30816,24.0,2798.4267578125,30715,-0.02034921571612358,1.3265618085861206,0.0003,184284.9375
1288,23,1334,-9800.59739,30912,24.0,2648.409912109375,30811,0.143057718873024,1.3189390897750854,0.0003,125193.390625
1292,23,1338,-9976.30331,31008,24.0,3045.06591796875,30907,0.294189453125,1.3179327249526978,0.0003,121521.1796875
1296,23,1342,-10130.76138,31104,24.0,2999.586181640625,31003,-0.2654164731502533,1.3160805702209473,0.0003,174711.671875
1300,23,1346,-10201.9053,31200,24.0,2923.2412109375,31099,0.24037054181098938,1.3217599391937256,0.0003,172626.3125
1304,23,1350,-10343.13336,31296,24.0,3192.208984375,31195,0.007408469915390015,1.3253859281539917,0.0003,231745.671875
1308,23,1354,-10488.132099999999,31392,24.0,2971.508056640625,31291,0.3471944332122803,1.3243415355682373,0.0003,128782.984375
1312,23,1359,-10612.926770000002,31488,24.0,2856.55419921875,31387,-0.6180520057678223,1.327624797821045,0.0003,221677.21875
1316,23,1363,-10768.070869999998,31584,24.0,2933.66259765625,31483,-0.05815543234348297,1.3306115865707397,0.0003,590657.75
1320,23,1367,-10838.161909999999,31680,24.0,2823.86767578125,31579,0.21268722414970398,1.3294048309326172,0.0003,201411.40625
1324,23,1371,-10986.3846,31776,24.0,3018.0439453125,31675,0.3095104694366455,1.3372035026550293,0.0003,142740.21875
1328,23,1375,-11082.60373,31872,24.0,2811.619140625,31771,-0.06302763521671295,1.3390227556228638,0.0003,320555.96875
1332,23,1380,-11169.160410000004,31968,24.0,3077.793701171875,31867,0.05843961983919144,1.339790940284729,0.0003,205905.078125
1336,23,1384,-11293.48732,32064,24.0,3040.357421875,31963,-0.02928084135055542,1.3395189046859741,0.0003,197195.171875
1340,23,1387,-11385.542160000003,32160,24.0,2733.11376953125,32059,-0.1456337869167328,1.341597080230713,0.0003,359382.5625
1344,23,1392,-11473.247260000002,32256,24.0,2798.182861328125,32155,0.17165492475032806,1.343341588973999,0.0003,213821.6875
1348,23,1396,-11586.255919999998,32352,24.0,3285.668212890625,32251,-0.9228208661079407,1.3451944589614868,0.0003,241120.75
1352,23,1400,-11625.71557,32448,24.0,3193.434326171875,32347,0.24360749125480652,1.3493345975875854,0.0003,180490.4375
1356,23,1404,-11673.224979999999,32544,24.0,3026.27734375,32443,-0.518005907535553,1.351307988166809,0.0003,161420.3125
1360,23,1409,-11743.159679999999,32640,24.0,3066.18115234375,32539,0.06371527910232544,1.3566664457321167,0.0003,228384.40625
1364,23,1416,-11784.010530000001,32736,24.0,2935.744140625,32635,0.40039199590682983,1.357478141784668,0.0003,133844.375
1368,23,1420,-11734.797680000001,32832,24.0,2965.078857421875,32731,-0.10413790494203568,1.3572778701782227,0.0003,220040.96875
1372,23,1424,-11745.47427,32928,24.0,3048.476318359375,32827,-0.19922445714473724,1.355514645576477,0.0003,255695.296875
1376,23,1428,-11752.56385,33024,24.0,2999.022705078125,32923,0.229986310005188,1.3564281463623047,0.0003,196412.0625
1380,23,1433,-11778.37901,33120,24.0,3073.464599609375,33019,0.018519729375839233,1.353320837020874,0.0003,210160.578125
1384,23,1437,-11710.228460000002,33216,24.0,3090.35400390625,33115,-0.038301095366477966,1.3478223085403442,0.0003,161567.875
1388,23,1442,-11624.076079999997,33312,24.0,2991.142333984375,33211,-0.22305600345134735,1.3488811254501343,0.0003,195498.90625
1392,23,1446,-11579.773799999999,33408,24.0,2891.4912109375,33307,0.020719824358820915,1.348939299583435,0.0003,214974.71875
1396,23,1450,-11516.67141,33504,24.0,3305.8232421875,33403,-0.1719336211681366,1.349885106086731,0.0003,176463.1875
1400,23,1455,-11513.45659,33600,24.0,2894.7646484375,33499,0.2142527997493744,1.3456330299377441,0.0003,197530.5625
1404,23,1459,-11450.674080000003,33696,24.0,2986.286865234375,33595,-0.06482121348381042,1.343003749847412,0.0003,159551.3125
1408,23,1463,-11430.598170000001,33792,24.0,3053.29443359375,33691,0.3519587218761444,1.3370939493179321,0.0003,254357.53125
1412,23,1468,-11384.290529999998,33888,24.0,2911.30908203125,33787,0.0199225265532732,1.341495156288147,0.0003,170459.375
1416,23,1472,-11353.42471,33984,24.0,2936.398193359375,33883,0.030178381130099297,1.3409435749053955,0.0003,299265.0625
1420,23,1476,-11360.45316,34080,24.0,3086.709228515625,33979,0.06721627712249756,1.3426268100738525,0.0003,171386.5625
1424,23,1480,-11309.78442,34176,24.0,3124.81494140625,34075,-0.20757275819778442,1.3476686477661133,0.0003,163485.796875
1428,23,1484,-11333.8673,34272,24.0,2984.6630859375,34171,-0.03867177665233612,1.346455693244934,0.0003,171548.546875
1432,23,1488,-11362.903189999999,34368,24.0,3023.1123046875,34267,0.4684746265411377,1.3435611724853516,0.0003,135198.234375
1436,23,1493,-11355.971390000002,34464,24.0,3172.9736328125,34363,-0.004306357353925705,1.3465819358825684,0.0003,207793.59375
1440,23,1497,-11316.226549999998,34560,24.0,3326.3984375,34459,0.1433458775281906,1.345628023147583,0.0003,213579.75
1444,23,1500,-11299.09221,34656,24.0,2978.21337890625,34555,-0.4374278485774994,1.3494211435317993,0.0003,252275.71875
1448,23,1504,-11277.423110000002,34752,24.0,3204.9775390625,34651,0.3829207420349121,1.3512353897094727,0.0003,244634.171875
1452,23,1508,-11285.872580000001,34848,24.0,2944.1005859375,34747,0.5360358953475952,1.3436172008514404,0.0003,119856.78125
1456,23,1513,-11297.642720000002,34944,24.0,3154.69482421875,34843,0.5420975685119629,1.3433581590652466,0.0003,181058.25
1460,23,1517,-11312.995770000001,35040,24.0,3471.959228515625,34939,-0.07746744900941849,1.3427330255508423,0.0003,175926.34375
1464,23,1521,-11294.671239999996,35136,24.0,3183.0830078125,35035,0.22359994053840637,1.3413909673690796,0.0003,128589.203125
1468,23,1525,-11292.376750000001,35232,24.0,3072.1533203125,35131,-0.3565102219581604,1.339667797088623,0.0003,904514.75
1472,23,1530,-11257.712959999999,35328,24.0,3273.50146484375,35227,0.4512825012207031,1.339367389678955,0.0003,177841.375
1476,23,1534,-11207.973839999997,35424,24.0,2670.525390625,35323,-0.14279866218566895,1.3409754037857056,0.0003,252154.0
1480,23,1538,-11185.38625,35520,24.0,3278.5576171875,35419,-0.07821600884199142,1.3408207893371582,0.0003,265967.875
1484,23,1542,-11172.711809999999,35616,24.0,2938.512451171875,35515,-0.05423778295516968,1.3441320657730103,0.0003,222529.296875
1488,23,1546,-11156.04875,35712,24.0,3160.873046875,35611,0.21283483505249023,1.3458659648895264,0.0003,167843.71875
1492,23,1550,-11139.67763,35808,24.0,3047.168212890625,35707,0.18044531345367432,1.3521533012390137,0.0003,184193.5625
1496,23,1554,-11097.151409999999,35904,24.0,3568.24609375,35803,-0.5119381546974182,1.3541151285171509,0.0003,197222.84375
